School Name,Board Name,Municipality,School Level,School Language,Grade6Reading,LowIncome_pct,NoDegree_pct,Density_2021,Grade6Reading_pct,Grade6Writing_pct,Grade6Math_pct,Grade3Reading_pct,Grade3Math_pct,Grade6Reading_3yr_change,Grade6Math_3yr_change,SpecialEd_pct,Enrolment,City,Latitude,Longitude,EquityRisk
Ross Drive P.S. (Elementary),Peel DSB,brampton,Elementary,English,87.0,8.0,8.0,2469.0,87%,82%,59%,59%,65%,-2.0,2.0,9,750,Brampton,43.7505,-79.7842,False
Royal Orchard Middle School,Peel DSB,brampton,Elementary,English,79.0,6.0,4.0,2469.0,79%,77%,47%,,,-4.0,11.0,14,545,Brampton,43.69458,-79.7869,False
Ruth Thompson Middle School,Peel DSB,mississauga,Elementary,English,73.0,10.0,2.0,2452.5,73%,71%,42%,,,-17.0,-12.0,19,735,Mississauga,43.55189,-79.7403,False
Settler's Green Public School,Peel DSB,mississauga,Elementary,English,78.0,8.0,2.0,2452.5,78%,74%,52%,70%,61%,-8.0,2.0,9,510,Mississauga,43.57829,-79.7507,False
Shaw Public School,Peel DSB,brampton,Elementary,English,94.0,0.0,10.0,2469.0,94%,81%,67%,72%,62%,13.0,30.0,15,440,Brampton,43.77533,-79.7513,False
Shelter Bay Public School,Peel DSB,mississauga,Elementary,English,79.0,10.0,5.0,2452.5,79%,82%,50%,78%,68%,-12.0,-5.0,15,425,Mississauga,43.5871,-79.763,False
Sir Isaac Brock P.S. (Elementary),Peel DSB,brampton,Elementary,English,85.0,6.0,10.0,2469.0,85%,83%,65%,80%,80%,0.0,9.0,11,645,Brampton,43.79582,-79.6757,False
Sir William Gage Middle School,Peel DSB,brampton,Elementary,English,88.0,6.0,5.0,2469.0,88%,85%,49%,,,2.0,9.0,13,595,Brampton,43.67196,-79.7743,False
Sir Winston Churchill Public School,Peel DSB,brampton,Elementary,English,76.0,20.0,10.0,2469.0,76%,55%,24%,32%,36%,19.0,15.0,15,365,Brampton,43.68909,-79.7485,False
SouthFields Village (Elementary),Peel DSB,caledon,Elementary,English,88.0,5.0,5.0,111.2,88%,89%,51%,77%,60%,-3.0,0.0,9,1055,CALEDON,43.75554,-79.826,False
