OrgID,OrgType,Language,Grade,ApplySuppression,BoardMident,BoardName,SchoolMident,SchoolName,FundingType,Suppressed,cntStudents_Read,cntStudents_Write,cntStudents_Math,cntExempted_Read,cntExempted_Write,cntExempted_Math,cntAbsent_Read,cntAbsent_Write,cntAbsent_Math,cntNoData_Read,cntNoData_Write,cntNoData_Math,cntFullyParticipating_Read,cntFullyParticipating_Write,cntFullyParticipating_Math,cntFirstLang_Read,cntFirstLang_Write,cntFirstLang_Math,cntFirstLang_Other_Read,cntFirstLang_Other_Write,cntFirstLang_Other_Math,cntFirstLang_NoData_Read,cntFirstLang_NoData_Write,cntFirstLang_NoData_Math,pctExempted_Read,pctExempted_Write,pctExempted_Math,pctAbsent_Read,pctAbsent_Write,pctAbsent_Math,pctNoData_Read,pctNoData_Write,pctNoData_Math,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctFirstLang_Read,pctFirstLang_Write,pctFirstLang_Math,pctFirstLang_Other_Read,pctFirstLang_Other_Write,pctFirstLang_Other_Math,pctFirstLang_NoData_Read,pctFirstLang_NoData_Write,pctFirstLang_NoData_Math,cntOverallR_L4,cntOverallR_L3,cntOverallR_L2,cntOverallR_L1,cntOverallR_NE1,cntOverallR_L34,cntOverallW_L4,cntOverallW_L3,cntOverallW_L2,cntOverallW_L1,cntOverallW_NE1,cntOverallW_L34,cntOverallM_L4,cntOverallM_L3,cntOverallM_L2,cntOverallM_L1,cntOverallM_NE1,cntOverallM_L34,pctOverallR_L4,pctOverallR_L3,pctOverallR_L2,pctOverallR_L1,pctOverallR_NE1,pctOverallR_L34,pctOverallW_L4,pctOverallW_L3,pctOverallW_L2,pctOverallW_L1,pctOverallW_NE1,pctOverallW_L34,pctOverallM_L4,pctOverallM_L3,pctOverallM_L2,pctOverallM_L1,pctOverallM_NE1,pctOverallM_L34,cntOverallR_G1_Part,cntOverallW_G1_Part,cntOverallM_G1_Part,cntOverallR_G1_L4,cntOverallR_G1_L3,cntOverallR_G1_L2,cntOverallR_G1_L1,cntOverallR_G1_NE1,cntOverallR_G1_L34,cntOverallW_G1_L4,cntOverallW_G1_L3,cntOverallW_G1_L2,cntOverallW_G1_L1,cntOverallW_G1_NE1,cntOverallW_G1_L34,cntOverallM_G1_L4,cntOverallM_G1_L3,cntOverallM_G1_L2,cntOverallM_G1_L1,cntOverallM_G1_NE1,cntOverallM_G1_L34,cntOverallR_G2_Part,cntOverallW_G2_Part,cntOverallM_G2_Part,cntOverallR_G2_L4,cntOverallR_G2_L3,cntOverallR_G2_L2,cntOverallR_G2_L1,cntOverallR_G2_NE1,cntOverallR_G2_L34,cntOverallW_G2_L4,cntOverallW_G2_L3,cntOverallW_G2_L2,cntOverallW_G2_L1,cntOverallW_G2_NE1,cntOverallW_G2_L34,cntOverallM_G2_L4,cntOverallM_G2_L3,cntOverallM_G2_L2,cntOverallM_G2_L1,cntOverallM_G2_NE1,cntOverallM_G2_L34
45253,S,fr,3,1,28118,Conseil scolaire du Grand Nord,45253,École publique des Pins Blancs,1,1,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.,S. R.
452734,S,en,3,1,66028,Greater Essex County DSB,452734,Legacy Oak Trail Public School,1,0,65,65,65,3,3,3,0,0,0,0,0,0,62,62,62,53,53,53,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,85%,85%,85%,N/R,N/R,N/R,N/R,N/R,N/R,21,33,7,1,0,54,1,44,16,1,0,45,15,32,12,2,1,47,34%,53%,11%,2%,0%,87%,2%,71%,26%,2%,0%,73%,24%,52%,19%,3%,2%,76%,38,38,38,16,17,5,0,0,33,1,26,10,1,0,27,13,20,3,1,1,33,24,24,24,5,16,2,1,0,21,0,18,6,0,0,18,2,12,9,1,0,14
452866,S,en,3,1,66168,Grand Erie DSB,452866,Prince Charles PS,1,0,26,26,26,2,2,2,1,1,1,1,1,1,22,22,22,19,19,19,N/R,N/R,N/R,N/R,N/R,N/R,8%,8%,8%,4%,4%,4%,4%,4%,4%,85%,85%,85%,86%,86%,86%,N/R,N/R,N/R,N/R,N/R,N/R,6,8,7,1,0,14,0,12,8,2,0,12,6,10,3,3,0,16,27%,36%,32%,5%,0%,64%,0%,55%,36%,9%,0%,55%,27%,45%,14%,14%,0%,73%,14,14,14,3,6,5,0,0,9,0,7,7,0,0,7,3,8,2,1,0,11,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
453129,S,en,3,1,66206,Limestone DSB,453129,Prince Charles PS,1,0,20,20,20,0,0,0,0,0,0,1,1,1,19,19,19,17,17,17,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,5%,5%,5%,95%,95%,95%,89%,89%,89%,N/R,N/R,N/R,N/R,N/R,N/R,1,11,7,0,0,12,0,16,3,0,0,16,1,5,10,3,0,6,5%,58%,37%,0%,0%,63%,0%,84%,16%,0%,0%,84%,5%,26%,53%,16%,0%,32%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,14,14,14,1,9,4,0,0,10,0,12,2,0,0,12,0,4,8,2,0,4
453382,S,en,3,1,66222,Hastings and Prince Edward DSB,453382,Prince Charles PS,1,0,40,40,40,0,0,0,0,0,0,1,1,1,39,39,39,39,39,39,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,2%,2%,2%,98%,98%,98%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,1,22,14,2,0,23,0,17,17,4,1,17,2,15,17,5,0,17,3%,56%,36%,5%,0%,59%,0%,44%,44%,10%,3%,44%,5%,38%,44%,13%,0%,44%,21,21,21,0,12,8,1,0,12,0,6,11,4,0,6,1,8,10,2,0,9,18,18,18,1,10,6,1,0,11,0,11,6,0,1,11,1,7,7,3,0,8
453641,S,en,3,1,66222,Hastings and Prince Edward DSB,453641,Prince Charles PS,1,0,45,45,45,5,5,5,0,0,0,0,0,0,40,40,40,38,38,38,N/R,N/R,N/R,N/R,N/R,N/R,11%,11%,11%,0%,0%,0%,0%,0%,0%,89%,89%,89%,95%,95%,95%,N/R,N/R,N/R,N/R,N/R,N/R,4,26,9,1,0,30,2,22,15,1,0,24,4,19,13,4,0,23,10%,65%,22%,2%,0%,75%,5%,55%,38%,2%,0%,60%,10%,48%,32%,10%,0%,58%,24,24,24,2,14,8,0,0,16,0,13,11,0,0,13,4,9,10,1,0,13,16,16,16,2,12,1,1,0,14,2,9,4,1,0,11,0,10,3,3,0,10
453773,S,en,3,1,66044,Thames Valley District School Board,453773,Prince Charles PS,1,0,56,56,56,4,4,4,0,0,0,0,0,0,52,52,52,47,47,47,N/R,N/R,N/R,N/R,N/R,N/R,7%,7%,7%,0%,0%,0%,0%,0%,0%,93%,93%,93%,90%,90%,90%,N/R,N/R,N/R,N/R,N/R,N/R,7,19,23,3,0,26,1,19,24,8,0,20,3,18,20,10,1,21,13%,37%,44%,6%,0%,50%,2%,37%,46%,15%,0%,38%,6%,35%,38%,19%,2%,40%,28,28,28,4,6,16,2,0,10,0,8,16,4,0,8,2,9,12,4,1,11,24,24,24,3,13,7,1,0,16,1,11,8,4,0,12,1,9,8,6,0,10
453900,S,en,3,1,66095,York Region DSB,453900,Prince Charles PS,1,0,19,19,19,1,1,1,0,0,0,2,2,3,16,16,15,14,14,13,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,11%,11%,16%,84%,84%,79%,88%,88%,87%,N/R,N/R,N/R,N/R,N/R,N/R,0,6,8,2,0,6,0,6,6,4,0,6,0,2,9,4,0,2,0%,38%,50%,12%,0%,38%,0%,38%,38%,25%,0%,38%,0%,13%,60%,27%,0%,13%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
454168,S,en,3,1,66028,Greater Essex County DSB,454168,Prince Edward PS,1,0,48,48,48,19,19,18,0,0,0,0,0,0,29,29,30,16,16,16,13,13,14,N/R,N/R,N/R,40%,40%,38%,0%,0%,0%,0%,0%,0%,60%,60%,62%,55%,55%,53%,45%,45%,47%,N/R,N/R,N/R,3,14,12,0,0,17,1,17,11,0,0,18,1,14,12,3,0,15,10%,48%,41%,0%,0%,59%,3%,59%,38%,0%,0%,62%,3%,47%,40%,10%,0%,50%,11,11,12,2,4,5,0,0,6,0,8,3,0,0,8,1,4,6,1,0,5,18,18,18,1,10,7,0,0,11,1,9,8,0,0,10,0,10,6,2,0,10
45446,S,en,3,1,66052,Toronto DSB,45446,Berner Trail Jr PS,1,0,39,39,39,5,5,5,0,0,0,0,0,0,34,34,34,20,20,20,11,11,11,N/R,N/R,N/R,13%,13%,13%,0%,0%,0%,0%,0%,0%,87%,87%,87%,59%,59%,59%,32%,32%,32%,N/R,N/R,N/R,3,19,12,0,0,22,0,17,17,0,0,17,2,17,12,3,0,19,9%,56%,35%,0%,0%,65%,0%,50%,50%,0%,0%,50%,6%,50%,35%,9%,0%,56%,17,17,17,2,8,7,0,0,10,0,8,9,0,0,8,0,11,6,0,0,11,17,17,17,1,11,5,0,0,12,0,9,8,0,0,9,2,6,6,3,0,8
454818,S,en,3,1,66079,Kawartha Pine Ridge DSB,454818,Prince of Wales PS,1,0,43,43,43,0,0,0,0,0,0,2,1,2,41,42,41,37,38,37,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,5%,2%,5%,95%,98%,95%,90%,90%,90%,N/R,N/R,N/R,N/R,N/R,N/R,7,13,17,4,0,20,1,16,18,7,0,17,5,12,8,11,5,17,17%,32%,41%,10%,0%,49%,2%,38%,43%,17%,0%,40%,12%,29%,20%,27%,12%,41%,16,16,15,2,4,6,4,0,6,0,4,8,4,0,4,1,4,2,6,2,5,24,25,25,4,9,11,0,0,13,1,11,10,3,0,12,4,7,6,5,3,11
455037,S,en,3,1,66060,Durham DSB,455037,Rosemary Brown Public School,1,0,N/D,N/D,37,N/D,N/D,0,N/D,N/D,0,N/D,N/D,0,N/D,N/D,37,N/D,N/D,30,N/D,N/D,N/R,N/D,N/D,N/R,N/D,N/D,0%,N/D,N/D,0%,N/D,N/D,0%,N/D,N/D,100%,N/D,N/D,81%,N/D,N/D,N/R,N/D,N/D,N/R,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,7,14,11,4,1,21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,19%,38%,30%,11%,3%,57%,N/D,N/D,18,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5,5,4,3,1,10,N/D,N/D,19,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2,9,7,1,0,11
455075,S,en,3,1,66150,DSB of Niagara,455075,Prince of Wales PS,1,0,30,30,30,7,7,7,0,0,0,0,0,0,23,23,23,20,20,20,N/R,N/R,N/R,N/R,N/R,N/R,23%,23%,23%,0%,0%,0%,0%,0%,0%,77%,77%,77%,87%,87%,87%,N/R,N/R,N/R,N/R,N/R,N/R,5,16,2,0,0,21,1,19,3,0,0,20,8,13,2,0,0,21,22%,70%,9%,0%,0%,91%,4%,83%,13%,0%,0%,87%,35%,57%,9%,0%,0%,91%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,14,14,14,3,9,2,0,0,12,1,11,2,0,0,12,5,7,2,0,0,12
455202,S,en,3,1,66150,DSB of Niagara,455202,Prince of Wales PS,1,0,34,34,34,1,1,1,0,0,0,0,0,0,33,33,33,32,32,32,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,97%,97%,97%,N/R,N/R,N/R,N/R,N/R,N/R,8,19,6,0,0,27,4,17,12,0,0,21,6,13,9,4,1,19,24%,58%,18%,0%,0%,82%,12%,52%,36%,0%,0%,64%,18%,39%,27%,12%,3%,58%,18,18,18,3,12,3,0,0,15,1,12,5,0,0,13,4,6,6,2,0,10,15,15,15,5,7,3,0,0,12,3,5,7,0,0,8,2,7,3,2,1,9
455598,S,en,3,1,66222,Hastings and Prince Edward DSB,455598,Prince of Wales PS,1,0,37,37,37,1,1,1,0,0,0,0,0,0,36,36,36,34,34,34,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,94%,94%,94%,N/R,N/R,N/R,N/R,N/R,N/R,3,17,13,3,0,20,0,8,22,6,0,8,2,14,13,7,0,16,8%,47%,36%,8%,0%,56%,0%,22%,61%,17%,0%,22%,6%,39%,36%,19%,0%,44%,18,18,18,1,6,10,1,0,7,0,2,12,4,0,2,1,5,9,3,0,6,18,18,18,2,11,3,2,0,13,0,6,10,2,0,6,1,9,4,4,0,10
45578,S,en,3,1,28002,DSB Ontario North East,45578,Bertha Shaw PS,1,0,N/D,N/D,32,N/D,N/D,0,N/D,N/D,0,N/D,N/D,0,N/D,N/D,32,N/D,N/D,29,N/D,N/D,N/R,N/D,N/D,N/R,N/D,N/D,0%,N/D,N/D,0%,N/D,N/D,0%,N/D,N/D,100%,N/D,N/D,91%,N/D,N/D,N/R,N/D,N/D,N/R,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3,19,9,1,0,22,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,9%,59%,28%,3%,0%,69%,N/D,N/D,18,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2,13,3,0,0,15,N/D,N/D,14,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1,6,6,1,0,7
455989,S,en,3,1,66150,DSB of Niagara,455989,Prince Philip PS,1,0,44,44,44,2,2,2,0,0,0,0,0,0,42,42,42,42,42,42,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,24,18,0,0,0,42,10,30,2,0,0,40,18,23,1,0,0,41,57%,43%,0%,0%,0%,100%,24%,71%,5%,0%,0%,95%,43%,55%,2%,0%,0%,98%,19,19,19,11,8,0,0,0,19,5,12,2,0,0,17,9,9,1,0,0,18,22,22,22,12,10,0,0,0,22,4,18,0,0,0,22,8,14,0,0,0,22
456110,S,en,3,1,66150,DSB of Niagara,456110,Prince Philip PS,1,0,65,65,65,1,1,1,0,0,0,0,0,0,64,64,64,48,48,48,16,16,16,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,75%,75%,75%,25%,25%,25%,N/R,N/R,N/R,31,27,6,0,0,58,10,46,8,0,0,56,31,22,10,1,0,53,48%,42%,9%,0%,0%,91%,16%,72%,12%,0%,0%,88%,48%,34%,16%,2%,0%,83%,31,31,31,13,14,4,0,0,27,3,25,3,0,0,28,13,13,5,0,0,26,33,33,33,18,13,2,0,0,31,7,21,5,0,0,28,18,9,5,1,0,27
456241,S,en,3,1,66044,Thames Valley District School Board,456241,Royal Roads PS,1,0,37,37,37,0,0,0,0,0,0,0,0,0,37,37,37,37,37,37,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,11,15,11,0,0,26,1,29,5,2,0,30,5,19,9,4,0,24,30%,41%,30%,0%,0%,70%,3%,78%,14%,5%,0%,81%,14%,51%,24%,11%,0%,65%,18,18,18,3,5,10,0,0,8,0,13,3,2,0,13,2,8,4,4,0,10,19,19,19,8,10,1,0,0,18,1,16,2,0,0,17,3,11,5,0,0,14
456314,S,en,3,1,66044,Thames Valley District School Board,456314,Princess Anne French Immersion PS,1,0,37,37,37,0,0,0,0,0,0,1,1,1,36,36,36,32,32,32,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,3%,3%,3%,97%,97%,97%,89%,89%,89%,N/R,N/R,N/R,N/R,N/R,N/R,4,22,10,0,0,26,0,20,16,0,0,20,2,24,10,0,0,26,11%,61%,28%,0%,0%,72%,0%,56%,44%,0%,0%,56%,6%,67%,28%,0%,0%,72%,17,17,17,2,12,3,0,0,14,0,11,6,0,0,11,2,10,5,0,0,12,19,19,19,2,10,7,0,0,12,0,9,10,0,0,9,0,14,5,0,0,14
456316,S,en,3,1,66095,York Region DSB,456316,Mount Joy PS,1,0,55,55,55,0,0,0,0,0,0,0,0,0,55,55,55,17,17,17,38,38,38,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,31%,31%,31%,69%,69%,69%,N/R,N/R,N/R,18,29,7,1,0,47,3,43,9,0,0,46,15,35,5,0,0,50,33%,53%,13%,2%,0%,85%,5%,78%,16%,0%,0%,84%,27%,64%,9%,0%,0%,91%,26,26,26,3,17,5,1,0,20,0,21,5,0,0,21,7,17,2,0,0,24,29,29,29,15,12,2,0,0,27,3,22,4,0,0,25,8,18,3,0,0,26
456632,S,en,3,1,28029,Rainbow District School Board,456632,Princess Anne PS,1,0,48,48,48,3,3,3,0,0,0,0,0,0,45,45,45,43,43,43,N/R,N/R,N/R,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,0%,0%,0%,94%,94%,94%,96%,96%,96%,N/R,N/R,N/R,N/R,N/R,N/R,6,23,16,0,0,29,0,25,19,1,0,25,5,17,16,7,0,22,13%,51%,36%,0%,0%,64%,0%,56%,42%,2%,0%,56%,11%,38%,36%,16%,0%,49%,18,18,18,3,10,5,0,0,13,0,11,7,0,0,11,3,9,4,2,0,12,27,27,27,3,13,11,0,0,16,0,14,12,1,0,14,2,8,12,5,0,10
456756,S,en,3,1,66109,Simcoe County DSB,456756,Chris Hadfield Public School,1,0,67,67,67,4,4,4,0,0,0,1,1,1,62,62,62,36,36,36,24,24,24,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,1%,1%,1%,93%,93%,93%,58%,58%,58%,39%,39%,39%,N/R,N/R,N/R,13,32,16,1,0,45,3,34,22,3,0,37,13,28,18,3,0,41,21%,52%,26%,2%,0%,73%,5%,55%,35%,5%,0%,60%,21%,45%,29%,5%,0%,66%,29,29,29,5,16,8,0,0,21,0,15,12,2,0,15,5,14,8,2,0,19,33,33,33,8,16,8,1,0,24,3,19,10,1,0,22,8,14,10,1,0,22
456764,S,en,3,1,66168,Grand Erie DSB,456764,Princess Elizabeth PS,1,0,21,21,21,5,5,5,0,0,0,0,0,0,16,16,16,13,13,13,N/R,N/R,N/R,N/R,N/R,N/R,24%,24%,24%,0%,0%,0%,0%,0%,0%,76%,76%,76%,81%,81%,81%,N/R,N/R,N/R,N/R,N/R,N/R,0,5,11,0,0,5,0,3,10,2,1,3,0,4,8,3,1,4,0%,31%,69%,0%,0%,31%,0%,19%,62%,12%,6%,19%,0%,25%,50%,19%,6%,25%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
457159,S,en,3,1,66117,Upper Grand DSB,457159,Princess Elizabeth PS,1,0,66,66,66,6,6,6,0,0,0,0,0,0,60,60,60,58,58,58,N/R,N/R,N/R,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,0%,0%,0%,91%,91%,91%,97%,97%,97%,N/R,N/R,N/R,N/R,N/R,N/R,16,33,11,0,0,49,3,44,13,0,0,47,11,30,17,2,0,41,27%,55%,18%,0%,0%,82%,5%,73%,22%,0%,0%,78%,18%,50%,28%,3%,0%,68%,31,31,31,4,19,8,0,0,23,0,22,9,0,0,22,6,15,9,1,0,21,29,29,29,12,14,3,0,0,26,3,22,4,0,0,25,5,15,8,1,0,20
457280,S,en,3,1,66028,Greater Essex County DSB,457280,Princess Elizabeth PS,1,0,34,34,34,4,5,4,0,0,0,0,0,0,30,29,30,29,29,29,N/R,N/R,N/R,N/R,N/R,N/R,12%,15%,12%,0%,0%,0%,0%,0%,0%,88%,85%,88%,97%,100%,97%,N/R,N/R,N/R,N/R,N/R,N/R,8,16,5,1,0,24,2,16,10,1,0,18,5,16,6,2,1,21,27%,53%,17%,3%,0%,80%,7%,55%,34%,3%,0%,62%,17%,53%,20%,7%,3%,70%,16,15,16,4,9,3,0,0,13,0,10,5,0,0,10,4,9,2,1,0,13,14,14,14,4,7,2,1,0,11,2,6,5,1,0,8,1,7,4,1,1,8
457418,S,en,3,1,66044,Thames Valley District School Board,457418,Princess Elizabeth PS,1,0,61,61,61,0,0,0,0,0,0,4,3,4,57,58,57,39,39,39,17,18,17,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,7%,5%,7%,93%,95%,93%,68%,67%,68%,30%,31%,30%,N/R,N/R,N/R,7,29,18,3,0,36,2,23,27,5,1,25,7,22,18,7,3,29,12%,51%,32%,5%,0%,63%,3%,40%,47%,9%,2%,43%,12%,39%,32%,12%,5%,51%,25,26,25,2,9,13,1,0,11,0,6,17,3,0,6,2,12,6,3,2,14,32,32,32,5,20,5,2,0,25,2,17,10,2,1,19,5,10,12,4,1,15
457540,S,en,3,1,66150,DSB of Niagara,457540,Princess Elizabeth PS,1,0,53,53,53,3,3,3,0,0,0,1,1,1,49,49,49,45,45,45,N/R,N/R,N/R,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,2%,2%,2%,92%,92%,92%,92%,92%,92%,N/R,N/R,N/R,N/R,N/R,N/R,11,28,10,0,0,39,1,36,11,1,0,37,7,21,15,6,0,28,22%,57%,20%,0%,0%,80%,2%,73%,22%,2%,0%,76%,14%,43%,31%,12%,0%,57%,21,21,21,7,12,2,0,0,19,1,16,3,1,0,17,7,11,2,1,0,18,28,28,28,4,16,8,0,0,20,0,20,8,0,0,20,0,10,13,5,0,10
457809,S,en,3,1,66052,Toronto DSB,457809,Princess Margaret Jr S,1,0,62,62,62,7,7,5,0,0,0,1,0,1,54,55,56,43,43,43,11,12,13,N/R,N/R,N/R,11%,11%,8%,0%,0%,0%,2%,0%,2%,87%,89%,90%,80%,78%,77%,20%,22%,23%,N/R,N/R,N/R,10,29,12,3,0,39,2,24,26,2,1,26,5,29,13,7,2,34,19%,54%,22%,6%,0%,72%,4%,44%,47%,4%,2%,47%,9%,52%,23%,12%,4%,61%,29,29,30,3,16,8,2,0,19,0,14,13,1,1,14,3,14,9,2,2,17,25,26,26,7,13,4,1,0,20,2,10,13,1,0,12,2,15,4,5,0,17
457930,S,en,3,1,66117,Upper Grand DSB,457930,Princess Margaret PS,1,0,23,23,23,7,7,7,0,0,0,0,0,0,16,16,16,16,16,16,N/R,N/R,N/R,N/R,N/R,N/R,30%,30%,30%,0%,0%,0%,0%,0%,0%,70%,70%,70%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,8,6,2,0,0,14,5,11,0,0,0,16,10,4,2,0,0,14,50%,38%,12%,0%,0%,88%,31%,69%,0%,0%,0%,100%,62%,25%,12%,0%,0%,88%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
458066,S,en,3,1,66150,DSB of Niagara,458066,Princess Margaret PS,1,0,56,56,56,8,8,7,0,0,0,0,0,1,48,48,48,35,35,35,N/R,N/R,N/R,N/R,N/R,N/R,14%,14%,12%,0%,0%,0%,0%,0%,2%,86%,86%,86%,73%,73%,73%,N/R,N/R,N/R,N/R,N/R,N/R,4,29,15,0,0,33,0,28,20,0,0,28,7,25,13,2,1,32,8%,60%,31%,0%,0%,69%,0%,58%,42%,0%,0%,58%,15%,52%,27%,4%,2%,67%,22,22,22,2,11,9,0,0,13,0,13,9,0,0,13,6,10,5,1,0,16,26,26,26,2,18,6,0,0,20,0,15,11,0,0,15,1,15,8,1,1,16
458384,S,en,3,1,66117,Upper Grand DSB,458384,Priory Park PS,1,0,20,20,20,0,0,0,1,1,1,3,3,3,16,16,16,11,11,11,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,5%,5%,5%,15%,15%,15%,80%,80%,80%,69%,69%,69%,N/R,N/R,N/R,N/R,N/R,N/R,6,3,7,0,0,9,0,8,7,1,0,8,4,6,5,1,0,10,38%,19%,44%,0%,0%,56%,0%,50%,44%,6%,0%,50%,25%,38%,31%,6%,0%,62%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
458830,S,en,3,1,66060,Durham DSB,458830,Pringle Creek PS,1,0,51,51,51,1,1,1,0,0,0,3,3,3,47,47,47,32,32,32,15,15,15,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,6%,6%,6%,92%,92%,92%,68%,68%,68%,32%,32%,32%,N/R,N/R,N/R,2,35,9,1,0,37,1,27,17,2,0,28,8,24,12,3,0,32,4%,74%,19%,2%,0%,79%,2%,57%,36%,4%,0%,60%,17%,51%,26%,6%,0%,68%,26,26,26,0,22,3,1,0,22,0,16,8,2,0,16,3,16,6,1,0,19,21,21,21,2,13,6,0,0,15,1,11,9,0,0,12,5,8,6,2,0,13
